user_id,external_account_id,month,balance,credit_limit,days_past_due
u_00083,u_00083_ext01,2,2010.58,8000.0,0
u_00083,u_00083_ext01,3,1913.09,8000.0,0
u_00083,u_00083_ext01,4,1824.88,8000.0,0
u_00083,u_00083_ext01,5,1850.28,8000.0,0
u_00083,u_00083_ext01,6,1993.41,8000.0,0
u_00084,u_00084_ext01,1,3156.46,8000.0,0
u_00084,u_00084_ext01,2,3107.76,8000.0,0
u_00084,u_00084_ext01,3,3431.11,8000.0,0
u_00084,u_00084_ext01,4,3316.63,8000.0,0
u_00084,u_00084_ext01,5,3248.08,8000.0,0
u_00084,u_00084_ext01,6,3250.44,8000.0,0
u_00085,u_00085_ext01,1,2644.7,8000.0,0
u_00085,u_00085_ext01,2,2744.04,8000.0,0
u_00085,u_00085_ext01,3,2590.45,8000.0,0
u_00085,u_00085_ext01,4,2546.4,8000.0,0
u_00085,u_00085_ext01,5,2496.42,8000.0,0
u_00085,u_00085_ext01,6,2384.68,8000.0,0
u_00086,u_00086_ext01,1,2651.25,10000.0,0
u_00086,u_00086_ext01,2,2389.26,10000.0,0
u_00086,u_00086_ext01,3,2476.63,10000.0,0
u_00086,u_00086_ext01,4,2452.54,10000.0,0
u_00086,u_00086_ext01,5,2485.61,10000.0,30
u_00086,u_00086_ext01,6,2478.57,10000.0,30
u_00087,u_00087_ext01,1,6540.62,20000.0,0
u_00087,u_00087_ext01,2,5979.33,20000.0,0
u_00087,u_00087_ext01,3,5771.15,20000.0,0
u_00087,u_00087_ext01,4,5984.69,20000.0,0
u_00087,u_00087_ext01,5,6229.11,20000.0,0
u_00087,u_00087_ext01,6,6441.66,20000.0,0
u_00088,u_00088_ext01,1,4156.98,10000.0,0
u_00088,u_00088_ext01,2,3672.44,10000.0,0
u_00088,u_00088_ext01,3,3312.91,10000.0,0
u_00088,u_00088_ext01,4,3427.72,10000.0,30
u_00088,u_00088_ext01,5,3506.49,10000.0,30
u_00088,u_00088_ext01,6,3589.91,10000.0,30
u_00089,u_00089_ext01,1,3864.67,8000.0,0
u_00089,u_00089_ext01,2,3829.31,8000.0,0
u_00089,u_00089_ext01,3,3877.92,8000.0,0
u_00089,u_00089_ext01,4,3758.03,8000.0,0
u_00089,u_00089_ext01,5,3968.05,8000.0,0
u_00089,u_00089_ext01,6,4293.81,8000.0,0
u_00090,u_00090_ext01,1,966.11,3000.0,0
u_00090,u_00090_ext01,2,913.98,3000.0,0
u_00090,u_00090_ext01,3,929.83,3000.0,0
u_00090,u_00090_ext01,4,881.96,3000.0,0
u_00090,u_00090_ext01,5,862.24,3000.0,0
u_00090,u_00090_ext01,6,804.01,3000.0,0
u_00091,u_00091_ext01,1,2283.59,5000.0,0
u_00091,u_00091_ext01,2,2363.33,5000.0,0
u_00091,u_00091_ext01,3,2485.62,5000.0,0
u_00091,u_00091_ext01,4,2356.03,5000.0,0
u_00091,u_00091_ext01,5,2247.2,5000.0,0
u_00091,u_00091_ext01,6,2120.95,5000.0,0
u_00092,u_00092_ext01,1,2028.98,5000.0,0
u_00092,u_00092_ext01,2,2082.38,5000.0,0
u_00092,u_00092_ext01,3,2120.71,5000.0,0
u_00092,u_00092_ext01,4,2187.55,5000.0,0
u_00092,u_00092_ext01,5,2298.87,5000.0,0
u_00092,u_00092_ext01,6,2372.81,5000.0,0
u_00093,u_00093_ext01,1,5553.55,15000.0,0
u_00093,u_00093_ext01,2,5101.39,15000.0,0
u_00093,u_00093_ext01,3,5319.8,15000.0,0
u_00093,u_00093_ext01,4,5178.72,15000.0,0
u_00093,u_00093_ext01,5,5076.19,15000.0,0
u_00093,u_00093_ext01,6,5223.98,15000.0,0
u_00094,u_00094_ext01,1,3723.47,10000.0,0
u_00094,u_00094_ext01,2,3704.79,10000.0,0
u_00094,u_00094_ext01,3,3875.58,10000.0,0
u_00094,u_00094_ext01,4,3867.54,10000.0,0
u_00094,u_00094_ext01,5,3887.17,10000.0,0
u_00094,u_00094_ext01,6,3811.22,10000.0,0
u_00095,u_00095_ext01,1,5607.54,20000.0,0
u_00095,u_00095_ext01,2,4920.71,20000.0,0
u_00095,u_00095_ext01,3,4464.36,20000.0,0
u_00095,u_00095_ext01,4,4448.6,20000.0,0
u_00095,u_00095_ext01,5,4319.81,20000.0,0
u_00095,u_00095_ext01,6,4579.06,20000.0,0
u_00096,u_00096_ext01,1,4072.59,10000.0,0
u_00096,u_00096_ext01,2,3691.39,10000.0,0
u_00096,u_00096_ext01,3,3680.78,10000.0,0
u_00096,u_00096_ext01,4,3669.03,10000.0,0
u_00096,u_00096_ext01,5,3832.34,10000.0,0
u_00096,u_00096_ext01,6,3928.33,10000.0,0
u_00097,u_00097_ext01,1,3918.15,15000.0,0
u_00097,u_00097_ext01,2,3698.47,15000.0,0
u_00097,u_00097_ext01,3,3577.63,15000.0,0
u_00097,u_00097_ext01,4,3409.36,15000.0,0
u_00097,u_00097_ext01,5,3391.18,15000.0,0
u_00097,u_00097_ext01,6,3420.42,15000.0,0
u_00098,u_00098_ext01,1,1350.37,5000.0,0
u_00098,u_00098_ext01,2,1380.6,5000.0,0
u_00098,u_00098_ext01,3,1372.97,5000.0,0
u_00098,u_00098_ext01,4,1374.74,5000.0,0
u_00098,u_00098_ext01,5,1460.11,5000.0,0
u_00098,u_00098_ext01,6,1310.77,5000.0,0
u_00099,u_00099_ext01,1,930.31,3000.0,0
u_00099,u_00099_ext01,2,972.94,3000.0,0
u_00099,u_00099_ext01,3,927.12,3000.0,0
u_00099,u_00099_ext01,4,839.22,3000.0,0
u_00099,u_00099_ext01,5,907.47,3000.0,0
u_00099,u_00099_ext01,6,983.78,3000.0,0
u_00100,u_00100_ext01,1,2142.51,8000.0,0
u_00100,u_00100_ext01,2,2173.1,8000.0,0
u_00100,u_00100_ext01,3,2031.86,8000.0,0
u_00100,u_00100_ext01,4,2088.56,8000.0,0
u_00100,u_00100_ext01,5,2075.87,8000.0,30
u_00100,u_00100_ext01,6,2147.25,8000.0,30
u_00101,u_00101_ext01,1,842.44,3000.0,0
u_00101,u_00101_ext01,2,852.01,3000.0,0
u_00101,u_00101_ext01,3,829.57,3000.0,0
u_00101,u_00101_ext01,4,769.46,3000.0,0
u_00101,u_00101_ext01,5,804.75,3000.0,0
u_00101,u_00101_ext01,6,800.16,3000.0,0
u_00102,u_00102_ext01,1,2081.79,8000.0,0
u_00102,u_00102_ext01,2,2016.71,8000.0,0
u_00102,u_00102_ext01,3,2024.31,8000.0,0
u_00102,u_00102_ext01,4,1981.57,8000.0,0
u_00102,u_00102_ext01,5,1787.96,8000.0,0
u_00102,u_00102_ext01,6,1832.39,8000.0,0
u_00103,u_00103_ext01,1,7584.98,20000.0,0
u_00103,u_00103_ext01,2,7341.78,20000.0,0
u_00103,u_00103_ext01,3,6712.84,20000.0,0
u_00103,u_00103_ext01,4,6325.99,20000.0,0
u_00103,u_00103_ext01,5,6297.07,20000.0,30
u_00103,u_00103_ext01,6,6148.44,20000.0,60
u_00104,u_00104_ext01,1,2436.8,5000.0,0
u_00104,u_00104_ext01,2,2522.26,5000.0,0
u_00104,u_00104_ext01,3,2632.29,5000.0,0
u_00104,u_00104_ext01,4,2698.05,5000.0,0
u_00104,u_00104_ext01,5,2829.42,5000.0,0
u_00104,u_00104_ext01,6,2734.1,5000.0,0
u_00105,u_00105_ext01,1,1588.65,5000.0,0
u_00105,u_00105_ext01,2,1559.24,5000.0,30
u_00105,u_00105_ext01,3,1643.16,5000.0,30
u_00105,u_00105_ext01,4,1807.4,5000.0,30
u_00105,u_00105_ext01,5,1749.33,5000.0,30
u_00105,u_00105_ext01,6,1747.22,5000.0,30
u_00106,u_00106_ext01,1,2633.8,10000.0,0
u_00106,u_00106_ext01,2,2536.81,10000.0,0
u_00106,u_00106_ext01,3,2636.69,10000.0,0
u_00106,u_00106_ext01,4,2488.08,10000.0,0
u_00106,u_00106_ext01,5,2535.61,10000.0,0
u_00106,u_00106_ext01,6,2555.49,10000.0,0
u_00107,u_00107_ext01,1,4052.62,10000.0,0
u_00107,u_00107_ext01,2,4350.13,10000.0,0
u_00107,u_00107_ext01,3,4360.51,10000.0,0
u_00107,u_00107_ext01,4,4209.85,10000.0,0
u_00107,u_00107_ext01,5,3741.4,10000.0,0
u_00107,u_00107_ext01,6,3467.54,10000.0,0
u_00109,u_00109_ext01,1,5853.96,15000.0,0
u_00109,u_00109_ext01,2,5676.73,15000.0,0
u_00109,u_00109_ext01,3,5696.99,15000.0,0
u_00109,u_00109_ext01,4,5686.83,15000.0,0
u_00109,u_00109_ext01,5,5961.19,15000.0,0
u_00109,u_00109_ext01,6,5570.28,15000.0,0
u_00110,u_00110_ext01,1,2034.73,5000.0,0
u_00110,u_00110_ext01,2,1924.36,5000.0,0
u_00110,u_00110_ext01,3,1924.84,5000.0,0
u_00110,u_00110_ext01,4,2048.77,5000.0,0
u_00110,u_00110_ext01,5,2142.76,5000.0,0
u_00110,u_00110_ext01,6,2183.88,5000.0,0
u_00111,u_00111_ext01,1,2381.94,5000.0,0
u_00111,u_00111_ext01,2,2485.09,5000.0,0
u_00111,u_00111_ext01,3,2454.45,5000.0,0
u_00111,u_00111_ext01,4,2459.0,5000.0,0
u_00111,u_00111_ext01,5,2428.85,5000.0,0
u_00111,u_00111_ext01,6,2391.39,5000.0,0
u_00112,u_00112_ext01,1,4251.56,10000.0,0
u_00112,u_00112_ext01,2,3890.36,10000.0,0
u_00112,u_00112_ext01,3,3689.33,10000.0,0
u_00112,u_00112_ext01,4,4118.39,10000.0,0
u_00112,u_00112_ext01,5,3979.42,10000.0,0
u_00112,u_00112_ext01,6,4139.24,10000.0,0
u_00113,u_00113_ext01,1,2151.83,8000.0,0
u_00113,u_00113_ext01,2,2219.76,8000.0,0
u_00113,u_00113_ext01,3,2306.39,8000.0,0
u_00113,u_00113_ext01,4,2208.02,8000.0,0
u_00113,u_00113_ext01,5,2364.02,8000.0,0
u_00113,u_00113_ext01,6,2256.19,8000.0,0
u_00114,u_00114_ext01,1,4401.38,10000.0,0
u_00114,u_00114_ext01,2,4336.08,10000.0,0
u_00114,u_00114_ext01,3,4358.03,10000.0,0
u_00114,u_00114_ext01,4,4202.41,10000.0,0
u_00114,u_00114_ext01,5,4382.53,10000.0,30
u_00114,u_00114_ext01,6,4527.58,10000.0,30
u_00115,u_00115_ext01,1,2929.2,10000.0,0
u_00115,u_00115_ext01,2,3116.6,10000.0,0
u_00115,u_00115_ext01,3,3042.14,10000.0,0
u_00115,u_00115_ext01,4,2862.29,10000.0,0
u_00115,u_00115_ext01,5,2912.5,10000.0,0
u_00115,u_00115_ext01,6,3122.42,10000.0,0
u_00116,u_00116_ext01,1,2425.93,5000.0,0
u_00116,u_00116_ext01,2,2403.18,5000.0,0
u_00116,u_00116_ext01,3,2466.41,5000.0,0
u_00116,u_00116_ext01,4,2377.98,5000.0,0
u_00116,u_00116_ext01,5,2376.7,5000.0,0
u_00116,u_00116_ext01,6,2326.56,5000.0,0
u_00117,u_00117_ext01,1,3792.7,8000.0,0
u_00117,u_00117_ext01,2,3760.88,8000.0,0
u_00117,u_00117_ext01,3,3755.01,8000.0,0
u_00117,u_00117_ext01,4,3753.98,8000.0,0
u_00117,u_00117_ext01,5,3665.08,8000.0,0
u_00117,u_00117_ext01,6,3616.82,8000.0,0
u_00118,u_00118_ext01,1,4228.08,10000.0,0
u_00118,u_00118_ext01,2,4555.34,10000.0,0
u_00118,u_00118_ext01,3,4840.92,10000.0,0
u_00118,u_00118_ext01,4,4834.53,10000.0,0
u_00118,u_00118_ext01,5,4933.37,10000.0,0
u_00118,u_00118_ext01,6,5163.02,10000.0,0
u_00119,u_00119_ext01,1,3454.5,8000.0,0
u_00119,u_00119_ext01,2,3662.29,8000.0,0
u_00119,u_00119_ext01,3,3365.42,8000.0,0
u_00119,u_00119_ext01,4,3737.32,8000.0,0
u_00119,u_00119_ext01,5,3607.9,8000.0,0
u_00119,u_00119_ext01,6,3457.88,8000.0,0
u_00120,u_00120_ext01,1,7336.48,15000.0,0
u_00120,u_00120_ext01,2,7247.49,15000.0,0
u_00120,u_00120_ext01,3,7466.04,15000.0,0
u_00120,u_00120_ext01,4,8082.19,15000.0,0
u_00120,u_00120_ext01,5,8189.79,15000.0,0
u_00120,u_00120_ext01,6,8571.23,15000.0,0
