user_id,month,statement_balance,credit_limit,minimum_due,actual_payment,payment_returned,days_past_due
u_00079,5,4933.14,8000.0,147.99,174.92,False,0
u_00079,6,5193.07,8000.0,155.79,187.21,False,0
u_00080,1,8925.04,15000.0,267.75,394.14,False,0
u_00080,2,9089.94,15000.0,272.7,395.44,False,0
u_00080,3,9089.92,15000.0,272.7,433.04,False,0
u_00080,4,9089.9,15000.0,272.7,434.75,False,0
u_00080,5,9089.9,15000.0,272.7,412.32,False,0
u_00080,6,9521.33,15000.0,285.64,416.75,False,0
u_00081,1,6204.51,12000.0,186.14,649.45,False,0
u_00081,2,6204.51,12000.0,186.14,650.62,False,0
u_00081,3,6204.5,12000.0,186.13,652.54,False,0
u_00081,4,6204.52,12000.0,186.14,658.71,False,0
u_00081,5,6573.85,12000.0,197.22,692.27,False,0
u_00081,6,6573.84,12000.0,197.22,660.79,False,0
u_00082,1,1229.44,3000.0,36.88,133.49,False,0
u_00082,2,1371.85,3000.0,41.16,149.98,False,0
u_00082,3,1930.4,3000.0,57.91,77.15,False,0
u_00082,4,2129.16,3000.0,63.87,88.63,False,0
u_00082,5,3052.56,3000.0,91.58,137.52,False,0
u_00082,6,3150.0,3000.0,94.5,130.43,False,0
u_00083,1,7228.16,15000.0,216.84,564.84,False,0
u_00083,2,7709.89,15000.0,231.3,652.72,False,0
u_00083,3,7709.86,15000.0,231.3,645.26,False,0
u_00083,4,7709.89,15000.0,231.3,611.93,False,0
u_00083,5,8061.71,15000.0,241.85,652.86,False,0
u_00083,6,8242.7,15000.0,247.28,706.17,False,0
u_00084,1,6191.31,15000.0,185.74,623.16,False,0
u_00084,2,6782.11,15000.0,203.46,695.46,False,0
u_00084,3,6782.13,15000.0,203.46,685.65,False,0
u_00084,4,6782.14,15000.0,203.46,650.19,False,0
u_00084,5,7436.83,15000.0,223.1,732.09,False,0
u_00084,6,7436.83,15000.0,223.1,760.05,False,0
u_00085,1,3940.2,12000.0,118.21,449.66,False,0
u_00085,2,3940.2,12000.0,118.21,131.34,False,0
u_00085,3,4475.56,12000.0,134.27,148.41,False,0
u_00085,4,4719.98,12000.0,141.6,143.8,False,0
u_00085,5,4968.99,12000.0,149.07,178.16,False,0
u_00085,6,5312.76,12000.0,159.38,154.78,False,0
u_00086,1,1646.0,3000.0,49.38,211.72,False,0
u_00086,2,2614.18,3000.0,78.43,345.02,False,0
u_00086,3,2614.18,3000.0,78.43,324.33,False,0
u_00086,4,3150.0,3000.0,94.5,404.71,False,0
u_00086,5,3150.0,3000.0,94.5,410.1,False,0
u_00086,6,3150.0,3000.0,94.5,390.63,False,0
u_00087,1,1187.02,2000.0,35.61,147.13,False,0
u_00087,2,1567.37,2000.0,47.02,182.44,False,0
u_00087,3,1798.91,2000.0,53.97,216.85,False,0
u_00087,4,2100.0,2000.0,63.0,255.77,False,0
u_00087,5,2099.99,2000.0,63.0,252.52,True,0
u_00087,6,2099.98,2000.0,63.0,252.1,False,0
u_00088,1,2018.14,5000.0,60.54,208.11,False,0
u_00088,2,2115.05,5000.0,63.45,209.38,False,0
u_00088,3,2374.1,5000.0,71.22,241.66,False,0
u_00088,4,2487.02,5000.0,74.61,237.66,False,0
u_00088,5,2725.18,5000.0,81.76,259.0,False,0
u_00088,6,2919.61,5000.0,87.59,292.18,False,0
u_00089,1,4049.0,15000.0,121.47,269.53,False,0
u_00089,2,4159.87,15000.0,124.8,145.72,False,0
u_00089,3,4592.78,15000.0,137.78,176.33,False,0
u_00089,4,5965.18,15000.0,178.96,224.21,False,0
u_00089,5,6479.27,15000.0,194.38,239.04,False,0
u_00089,6,7037.64,15000.0,211.13,233.77,False,0
u_00090,1,8107.81,15000.0,243.23,525.52,False,0
u_00090,2,8107.8,15000.0,243.23,533.31,False,0
u_00090,3,8107.8,15000.0,243.23,541.58,False,0
u_00090,4,8107.79,15000.0,243.23,544.12,False,0
u_00090,5,9096.09,15000.0,272.88,613.14,False,0
u_00090,6,9096.07,15000.0,272.88,624.71,False,0
u_00091,1,724.37,2000.0,21.73,68.66,False,0
u_00091,2,1263.44,2000.0,37.9,112.99,False,0
u_00091,3,1564.01,2000.0,46.92,142.62,False,0
u_00091,4,1834.91,2000.0,55.05,166.0,False,0
u_00091,5,2082.43,2000.0,62.47,195.61,False,0
u_00091,6,2099.99,2000.0,63.0,193.2,False,30
u_00092,1,5020.82,12000.0,150.62,895.48,False,30
u_00092,2,5020.82,12000.0,150.62,913.52,False,30
u_00092,3,5020.82,12000.0,150.62,902.89,False,30
u_00092,4,6070.2,12000.0,182.11,1086.53,False,30
u_00092,5,6070.19,12000.0,182.11,1064.93,False,30
u_00092,6,6070.21,12000.0,182.11,1087.7,False,30
u_00093,1,5126.14,15000.0,153.78,425.07,False,0
u_00093,2,6317.69,15000.0,189.53,568.39,False,30
u_00093,3,6704.42,15000.0,201.13,220.55,False,0
u_00093,4,8958.44,15000.0,268.75,320.83,False,0
u_00093,5,9115.69,15000.0,273.47,347.47,False,0
u_00093,6,9579.87,15000.0,287.4,356.77,False,0
u_00094,1,499.93,2000.0,15.0,58.28,False,0
u_00094,2,823.41,2000.0,24.7,98.61,False,0
u_00094,3,1167.28,2000.0,35.02,135.65,False,0
u_00094,4,1700.67,2000.0,51.02,199.71,False,0
u_00094,5,1975.55,2000.0,59.27,233.74,False,30
u_00094,6,2100.0,2000.0,63.0,250.67,False,0
u_00095,1,1392.62,5000.0,41.78,141.52,False,0
u_00095,2,3078.97,5000.0,92.37,306.39,False,0
u_00095,3,3139.23,5000.0,94.18,318.81,False,0
u_00095,4,3187.06,5000.0,95.61,318.12,False,0
u_00095,5,3837.27,5000.0,115.12,382.43,False,0
u_00095,6,4261.35,5000.0,127.84,421.15,False,0
u_00096,1,6585.46,12000.0,197.56,1157.53,False,0
u_00096,2,6770.86,12000.0,203.13,1175.0,False,0
u_00096,3,8741.96,12000.0,262.26,1528.3,False,0
u_00096,4,8741.96,12000.0,262.26,1518.72,False,0
u_00096,5,8741.95,12000.0,262.26,1511.3,False,30
u_00096,6,8741.94,12000.0,262.26,1524.02,False,0
u_00097,1,924.23,2000.0,27.73,73.68,False,0
u_00097,2,1356.04,2000.0,40.68,104.75,False,0
u_00097,3,1912.08,2000.0,57.36,152.03,False,0
u_00097,4,2031.74,2000.0,60.95,77.98,False,0
u_00097,5,2100.0,2000.0,63.0,82.14,False,0
u_00097,6,2099.99,2000.0,63.0,77.71,False,0
u_00098,1,3427.57,12000.0,102.83,261.85,False,0
u_00098,2,3553.67,12000.0,106.61,271.68,False,0
u_00098,3,3669.96,12000.0,110.1,286.51,False,0
u_00098,4,4564.17,12000.0,136.93,359.08,False,0
u_00098,5,4593.07,12000.0,137.79,363.14,False,0
u_00098,6,4617.91,12000.0,138.54,383.51,False,0
u_00099,1,8621.89,15000.0,258.66,1356.57,False,0
u_00099,2,8621.88,15000.0,258.66,296.18,False,0
u_00099,3,8894.87,15000.0,266.85,342.47,False,0
u_00099,4,9847.23,15000.0,295.42,337.14,False,0
u_00099,5,10077.42,15000.0,302.32,369.52,False,0
u_00099,6,10674.64,15000.0,320.24,381.4,False,0
u_00100,1,1269.34,5000.0,38.08,123.49,False,0
u_00100,2,1629.87,5000.0,48.9,153.84,False,0
u_00100,3,1877.29,5000.0,56.32,189.72,False,0
u_00100,4,2477.05,5000.0,74.31,241.14,False,0
u_00100,5,2637.13,5000.0,79.11,246.24,False,0
u_00100,6,2792.16,5000.0,83.76,268.17,False,0
u_00101,1,3768.73,15000.0,113.06,327.39,False,0
u_00101,2,3788.4,15000.0,113.65,331.94,False,0
u_00101,3,4240.37,15000.0,127.21,381.83,False,0
u_00101,4,6345.24,15000.0,190.36,577.55,False,0
u_00101,5,6345.23,15000.0,190.36,581.86,False,0
u_00101,6,7183.26,15000.0,215.5,677.84,False,0
u_00102,1,4764.06,8000.0,142.92,196.5,False,0
u_00102,2,4991.11,8000.0,149.73,242.05,False,0
u_00102,3,5223.27,8000.0,156.7,259.28,False,0
u_00102,4,6615.76,8000.0,198.47,284.72,False,0
u_00102,5,7641.03,8000.0,229.23,356.47,False,0
u_00102,6,7863.83,8000.0,235.91,331.63,False,0
u_00103,1,1280.71,5000.0,38.42,140.28,False,0
u_00103,2,1547.11,5000.0,46.41,170.76,False,0
u_00103,3,1783.02,5000.0,53.49,193.55,False,0
u_00103,4,1996.15,5000.0,59.88,217.63,False,0
u_00103,5,2185.2,5000.0,65.56,230.77,False,30
u_00103,6,2361.08,5000.0,70.83,262.88,False,0
u_00104,1,8107.88,20000.0,243.24,1011.86,False,30
u_00104,2,8107.86,20000.0,243.24,1066.23,False,30
u_00104,3,8574.74,20000.0,257.24,1067.59,False,30
u_00104,4,8574.74,20000.0,257.24,1070.84,False,30
u_00104,5,10036.8,20000.0,301.1,1254.12,False,30
u_00104,6,12155.72,20000.0,364.67,1506.24,False,30
u_00105,1,1203.04,3000.0,36.09,96.97,False,0
u_00105,2,1410.28,3000.0,42.31,106.0,False,0
u_00105,3,1608.5,3000.0,48.25,119.38,False,0
u_00105,4,2609.76,3000.0,78.29,195.7,False,0
u_00105,5,2761.18,3000.0,82.84,203.14,False,0
u_00105,6,3019.7,3000.0,90.59,210.63,False,0
u_00106,1,2364.17,5000.0,70.93,306.73,False,0
u_00106,2,2466.8,5000.0,74.0,327.55,False,30
u_00106,3,2962.42,5000.0,88.87,395.58,False,30
u_00106,4,3037.22,5000.0,91.12,397.51,False,30
u_00106,5,3049.09,5000.0,91.47,406.95,False,0
u_00106,6,3051.52,5000.0,91.55,407.04,False,0
u_00107,1,2474.01,5000.0,74.22,270.59,False,0
u_00107,2,2474.03,5000.0,74.22,266.38,False,0
u_00107,3,2474.02,5000.0,74.22,275.69,False,0
u_00107,4,3106.92,5000.0,93.21,340.86,False,0
u_00107,5,4187.26,5000.0,125.62,476.13,False,0
u_00107,6,4782.6,5000.0,143.48,538.83,False,0
u_00109,1,1560.96,3000.0,46.83,150.37,False,0
u_00109,2,2311.65,3000.0,69.35,172.1,False,0
u_00109,3,2546.26,3000.0,76.39,183.75,False,0
u_00109,4,3150.0,3000.0,94.5,236.39,False,0
u_00109,5,3150.0,3000.0,94.5,228.72,False,30
u_00109,6,3150.0,3000.0,94.5,221.98,False,30
u_00110,1,9128.2,20000.0,273.85,1613.35,False,0
u_00110,2,10091.79,20000.0,302.75,1776.13,False,0
u_00110,3,10091.79,20000.0,302.75,1795.27,False,0
u_00110,4,10091.78,20000.0,302.75,1784.85,False,0
u_00110,5,10091.77,20000.0,302.75,1802.39,False,0
u_00110,6,10091.77,20000.0,302.75,1792.77,False,0
u_00111,1,1470.63,3000.0,44.12,166.17,False,0
u_00111,2,2335.83,3000.0,70.07,267.39,False,0
u_00111,3,2477.47,3000.0,74.32,298.73,False,0
u_00111,4,2566.85,3000.0,77.01,303.27,False,0
u_00111,5,2961.35,3000.0,88.84,352.32,True,30
u_00111,6,3150.0,3000.0,94.5,365.24,False,60
u_00112,1,6060.1,12000.0,181.8,526.3,False,0
u_00112,2,6060.11,12000.0,181.8,551.83,False,0
u_00112,3,6518.84,12000.0,195.57,573.87,False,0
u_00112,4,6518.85,12000.0,195.57,580.69,False,0
u_00112,5,6518.84,12000.0,195.57,571.03,False,30
u_00112,6,8069.12,12000.0,242.07,685.98,False,30
u_00113,1,2282.59,5000.0,68.48,199.88,False,0
u_00113,2,2493.29,5000.0,74.8,212.34,False,0
u_00113,3,3458.12,5000.0,103.74,299.25,False,0
u_00113,4,4075.75,5000.0,122.27,345.64,False,0
u_00113,5,4708.83,5000.0,141.26,378.63,False,0
u_00113,6,4740.81,5000.0,142.22,376.56,False,0
u_00114,1,1014.94,2000.0,30.45,78.56,False,0
u_00114,2,1222.0,2000.0,36.66,96.13,False,0
u_00114,3,1678.44,2000.0,50.35,130.25,False,0
u_00114,4,1833.82,2000.0,55.01,149.01,False,0
u_00114,5,2100.0,2000.0,63.0,162.83,False,0
u_00114,6,2100.0,2000.0,63.0,169.82,False,0
u_00115,1,1284.06,3000.0,38.52,153.17,False,0
u_00115,2,2016.48,3000.0,60.49,249.75,False,0
u_00115,3,2080.56,3000.0,62.42,252.48,False,0
u_00115,4,2621.98,3000.0,78.66,336.65,False,0
u_00115,5,2621.97,3000.0,78.66,315.72,False,30
u_00115,6,2919.83,3000.0,87.59,358.8,False,30
u_00116,1,5239.73,20000.0,157.19,662.48,False,0
u_00116,2,5239.73,20000.0,157.19,661.47,False,0
u_00116,3,6034.85,20000.0,181.05,782.81,False,0
u_00116,4,7402.15,20000.0,222.06,930.38,True,0
u_00116,5,9961.61,20000.0,298.85,1271.38,False,30
u_00116,6,9961.61,20000.0,298.85,1285.3,False,30
u_00117,1,5275.78,15000.0,158.27,461.83,False,0
u_00117,2,6830.7,15000.0,204.92,608.16,False,0
u_00117,3,7381.11,15000.0,221.43,687.13,False,0
u_00117,4,7381.1,15000.0,221.43,653.24,False,0
u_00117,5,8787.09,15000.0,263.61,794.0,False,0
u_00117,6,8787.09,15000.0,263.61,837.94,False,0
u_00118,1,3897.29,8000.0,116.92,482.03,False,0
u_00118,2,4022.09,8000.0,120.66,199.03,False,0
u_00118,3,4140.74,8000.0,124.22,187.22,False,0
u_00118,4,5196.85,8000.0,155.91,248.51,False,0
u_00118,5,5266.02,8000.0,157.98,241.17,False,0
u_00118,6,5342.53,8000.0,160.28,272.7,False,0
u_00119,1,752.13,2000.0,22.56,82.09,False,0
u_00119,2,1089.29,2000.0,32.68,118.86,False,0
u_00119,3,1804.61,2000.0,54.14,195.85,False,0
u_00119,4,2028.02,2000.0,60.84,224.68,False,0
u_00119,5,2099.99,2000.0,63.0,229.37,False,0
u_00119,6,2099.98,2000.0,63.0,227.68,False,0
u_00120,1,1178.17,5000.0,35.35,123.85,False,0
u_00120,2,1428.36,5000.0,42.85,148.6,False,0
u_00120,3,1653.81,5000.0,49.61,170.2,False,0
u_00120,4,2437.32,5000.0,73.12,114.48,False,0
u_00120,5,2696.89,5000.0,80.91,122.21,False,0
u_00120,6,2948.74,5000.0,88.46,142.26,False,0
