group_id,group_size,group_similarity,member_query_ids,member_meeting_ids,member_domains,same_meeting,same_domain
ES2004b_sq_2_ES2011c_sq_3,2,0.3447914719581604,ES2004b_sq_2|ES2011c_sq_3,ES2004b|ES2011c,Product|Product,False,True
ES2011b_sq_0_education_4_sq_3,2,0.3447614014148712,ES2011b_sq_0|education_4_sq_3,ES2011b|education_4,Product|Committee,False,False
IS1003d_sq_1_TS3011a_sq_4,2,0.3446788787841797,IS1003d_sq_1|TS3011a_sq_4,IS1003d|TS3011a,Product|Product,False,True
ES2011d_sq_2_TS3004b_sq_3,2,0.3446744978427887,ES2011d_sq_2|TS3004b_sq_3,ES2011d|TS3004b,Product|Product,False,True
ES2011b_sq_2_education_17_sq_2,2,0.3446487188339233,ES2011b_sq_2|education_17_sq_2,ES2011b|education_17,Product|Committee,False,False
covid_4_sq_3_education_9_sq_9,2,0.344605952501297,covid_4_sq_3|education_9_sq_9,covid_4|education_9,Committee|Committee,False,True
education_13_sq_10_education_17_sq_2,2,0.3446028232574463,education_13_sq_10|education_17_sq_2,education_13|education_17,Committee|Committee,False,True
ES2011a_sq_3_IS1003d_sq_8,2,0.3445996344089508,ES2011a_sq_3|IS1003d_sq_8,ES2011a|IS1003d,Product|Product,False,True
Bro027_sq_1_ES2004b_sq_3,2,0.3445866405963897,Bro027_sq_1|ES2004b_sq_3,Bro027|ES2004b,Academic|Product,False,False
ES2011c_sq_2_TS3004a_sq_2,2,0.3445602655410766,ES2011c_sq_2|TS3004a_sq_2,ES2011c|TS3004a,Product|Product,False,True
ES2011d_sq_3_TS3011c_sq_0,2,0.3445521891117096,ES2011d_sq_3|TS3011c_sq_0,ES2011d|TS3011c,Product|Product,False,True
Bro027_sq_0_ES2004d_sq_3,2,0.3445418179035187,Bro027_sq_0|ES2004d_sq_3,Bro027|ES2004d,Academic|Product,False,False
Bmr006_sq_2_covid_9_sq_0,2,0.3445342779159546,Bmr006_sq_2|covid_9_sq_0,Bmr006|covid_9,Academic|Committee,False,False
ES2011a_sq_0_TS3004d_sq_3,2,0.3445341289043426,ES2011a_sq_0|TS3004d_sq_3,ES2011a|TS3004d,Product|Product,False,True
ES2004d_sq_4_TS3004a_sq_0,2,0.3445300757884979,ES2004d_sq_4|TS3004a_sq_0,ES2004d|TS3004a,Product|Product,False,True
Bro027_sq_3_ES2004c_sq_1,2,0.3445283472537994,Bro027_sq_3|ES2004c_sq_1,Bro027|ES2004c,Academic|Product,False,False
education_4_sq_3_education_9_sq_7,2,0.3445211052894592,education_4_sq_3|education_9_sq_7,education_4|education_9,Committee|Committee,False,True
education_9_sq_0_education_9_sq_9,2,0.344502717256546,education_9_sq_0|education_9_sq_9,education_9|education_9,Committee|Committee,True,True
IS1003a_sq_5_TS3011d_sq_1,2,0.3444898724555969,IS1003a_sq_5|TS3011d_sq_1,IS1003a|TS3011d,Product|Product,False,True
Bmr023_sq_1_Bro027_sq_2,2,0.3444647789001465,Bmr023_sq_1|Bro027_sq_2,Bmr023|Bro027,Academic|Academic,False,True
ES2004d_sq_3_ES2011c_sq_1,2,0.3443076908588409,ES2004d_sq_3|ES2011c_sq_1,ES2004d|ES2011c,Product|Product,False,True
ES2011d_sq_4_TS3011d_sq_4,2,0.3443043231964111,ES2011d_sq_4|TS3011d_sq_4,ES2011d|TS3011d,Product|Product,False,True
TS3004c_sq_2_education_13_sq_0,2,0.3442912995815277,TS3004c_sq_2|education_13_sq_0,TS3004c|education_13,Product|Committee,False,False
ES2004b_sq_3_TS3011b_sq_2,2,0.3442809879779815,ES2004b_sq_3|TS3011b_sq_2,ES2004b|TS3011b,Product|Product,False,True
covid_4_sq_11_covid_9_sq_2,2,0.3442578911781311,covid_4_sq_11|covid_9_sq_2,covid_4|covid_9,Committee|Committee,False,True
ES2004a_sq_2_ES2004b_sq_0,2,0.3442520797252655,ES2004a_sq_2|ES2004b_sq_0,ES2004a|ES2004b,Product|Product,False,True
Bro004_sq_4_ES2011d_sq_0,2,0.3442505300045013,Bro004_sq_4|ES2011d_sq_0,Bro004|ES2011d,Academic|Product,False,False
ES2004b_sq_0_ES2004b_sq_5,2,0.3442201912403106,ES2004b_sq_0|ES2004b_sq_5,ES2004b|ES2004b,Product|Product,True,True
IS1003b_sq_7_TS3004b_sq_3,2,0.344148576259613,IS1003b_sq_7|TS3004b_sq_3,IS1003b|TS3004b,Product|Product,False,True
ES2004a_sq_2_IS1003d_sq_1,2,0.3441372215747833,ES2004a_sq_2|IS1003d_sq_1,ES2004a|IS1003d,Product|Product,False,True
covid_9_sq_4_education_4_sq_5,2,0.3440863788127899,covid_9_sq_4|education_4_sq_5,covid_9|education_4,Committee|Committee,False,True
ES2011d_sq_2_education_9_sq_7,2,0.3440632224082947,ES2011d_sq_2|education_9_sq_7,ES2011d|education_9,Product|Committee,False,False
ES2004d_sq_0_covid_9_sq_0,2,0.3440604209899902,ES2004d_sq_0|covid_9_sq_0,ES2004d|covid_9,Product|Committee,False,False
Bro004_sq_0_education_4_sq_10,2,0.3440576791763305,Bro004_sq_0|education_4_sq_10,Bro004|education_4,Academic|Committee,False,False
ES2004d_sq_4_IS1003b_sq_5,2,0.3440319001674652,ES2004d_sq_4|IS1003b_sq_5,ES2004d|IS1003b,Product|Product,False,True
IS1003a_sq_1_IS1003c_sq_4,2,0.3440120220184326,IS1003a_sq_1|IS1003c_sq_4,IS1003a|IS1003c,Product|Product,False,True
ES2011d_sq_5_IS1003a_sq_3,2,0.3439806401729584,ES2011d_sq_5|IS1003a_sq_3,ES2011d|IS1003a,Product|Product,False,True
education_13_sq_5_education_9_sq_10,2,0.3439742028713226,education_13_sq_5|education_9_sq_10,education_13|education_9,Committee|Committee,False,True
ES2004a_sq_5_education_9_sq_3,2,0.3439643383026123,ES2004a_sq_5|education_9_sq_3,ES2004a|education_9,Product|Committee,False,False
IS1003a_sq_5_TS3004c_sq_3,2,0.3439513146877289,IS1003a_sq_5|TS3004c_sq_3,IS1003a|TS3004c,Product|Product,False,True
TS3004b_sq_2_TS3004c_sq_0,2,0.3439371287822723,TS3004b_sq_2|TS3004c_sq_0,TS3004b|TS3004c,Product|Product,False,True
Bed016_sq_2_Bro019_sq_2,2,0.3439286351203918,Bed016_sq_2|Bro019_sq_2,Bed016|Bro019,Academic|Academic,False,True
IS1003c_sq_8_education_13_sq_1,2,0.3439067602157593,IS1003c_sq_8|education_13_sq_1,IS1003c|education_13,Product|Committee,False,False
ES2004c_sq_4_IS1003a_sq_4,2,0.3438977003097534,ES2004c_sq_4|IS1003a_sq_4,ES2004c|IS1003a,Product|Product,False,True
ES2004c_sq_4_ES2011c_sq_4,2,0.3438507616519928,ES2004c_sq_4|ES2011c_sq_4,ES2004c|ES2011c,Product|Product,False,True
Bmr014_sq_0_ES2004a_sq_5,2,0.3437914252281189,Bmr014_sq_0|ES2004a_sq_5,Bmr014|ES2004a,Academic|Product,False,False
ES2011b_sq_2_IS1003d_sq_4,2,0.343788594007492,ES2011b_sq_2|IS1003d_sq_4,ES2011b|IS1003d,Product|Product,False,True
Bed008_sq_0_TS3011b_sq_3,2,0.3437828123569488,Bed008_sq_0|TS3011b_sq_3,Bed008|TS3011b,Academic|Product,False,False
IS1003d_sq_3_covid_4_sq_3,2,0.3437807261943817,IS1003d_sq_3|covid_4_sq_3,IS1003d|covid_4,Product|Committee,False,False
IS1003a_sq_4_IS1003d_sq_6,2,0.3437791764736175,IS1003a_sq_4|IS1003d_sq_6,IS1003a|IS1003d,Product|Product,False,True
ES2004d_sq_4_education_4_sq_0,2,0.3437484204769134,ES2004d_sq_4|education_4_sq_0,ES2004d|education_4,Product|Committee,False,False
TS3004d_sq_0_education_17_sq_2,2,0.3437409400939941,TS3004d_sq_0|education_17_sq_2,TS3004d|education_17,Product|Committee,False,False
education_17_sq_10_education_9_sq_7,2,0.343684047460556,education_17_sq_10|education_9_sq_7,education_17|education_9,Committee|Committee,False,True
ES2011d_sq_4_TS3004a_sq_3,2,0.3436779975891113,ES2011d_sq_4|TS3004a_sq_3,ES2011d|TS3004a,Product|Product,False,True
ES2011a_sq_0_education_4_sq_8,2,0.3436541855335235,ES2011a_sq_0|education_4_sq_8,ES2011a|education_4,Product|Committee,False,False
education_9_sq_2_education_9_sq_4,2,0.3436327278614044,education_9_sq_2|education_9_sq_4,education_9|education_9,Committee|Committee,True,True
Bed016_sq_0_education_4_sq_4,2,0.343631237745285,Bed016_sq_0|education_4_sq_4,Bed016|education_4,Academic|Committee,False,False
IS1003a_sq_0_TS3004b_sq_1,2,0.3436298966407776,IS1003a_sq_0|TS3004b_sq_1,IS1003a|TS3004b,Product|Product,False,True
IS1003d_sq_3_TS3004a_sq_0,2,0.3436177670955658,IS1003d_sq_3|TS3004a_sq_0,IS1003d|TS3004a,Product|Product,False,True
Bed016_sq_0_IS1003c_sq_7,2,0.3435978591442108,Bed016_sq_0|IS1003c_sq_7,Bed016|IS1003c,Academic|Product,False,False
Bed016_sq_0_covid_4_sq_3,2,0.3435879349708557,Bed016_sq_0|covid_4_sq_3,Bed016|covid_4,Academic|Committee,False,False
ES2011a_sq_1_TS3011b_sq_3,2,0.343563973903656,ES2011a_sq_1|TS3011b_sq_3,ES2011a|TS3011b,Product|Product,False,True
IS1003c_sq_7_education_17_sq_5,2,0.3435626924037933,IS1003c_sq_7|education_17_sq_5,IS1003c|education_17,Product|Committee,False,False
IS1003d_sq_6_TS3011b_sq_0,2,0.3435305058956146,IS1003d_sq_6|TS3011b_sq_0,IS1003d|TS3011b,Product|Product,False,True
covid_9_sq_3_education_4_sq_3,2,0.3435180187225342,covid_9_sq_3|education_4_sq_3,covid_9|education_4,Committee|Committee,False,True
IS1003c_sq_1_TS3004a_sq_2,2,0.3435111939907074,IS1003c_sq_1|TS3004a_sq_2,IS1003c|TS3004a,Product|Product,False,True
Bed003_sq_1_ES2004c_sq_6,2,0.3434911370277405,Bed003_sq_1|ES2004c_sq_6,Bed003|ES2004c,Academic|Product,False,False
ES2011d_sq_5_IS1003c_sq_1,2,0.3434450626373291,ES2011d_sq_5|IS1003c_sq_1,ES2011d|IS1003c,Product|Product,False,True
ES2004a_sq_5_TS3004a_sq_0,2,0.3434081971645355,ES2004a_sq_5|TS3004a_sq_0,ES2004a|TS3004a,Product|Product,False,True
ES2011a_sq_3_TS3004a_sq_5,2,0.3434064984321594,ES2011a_sq_3|TS3004a_sq_5,ES2011a|TS3004a,Product|Product,False,True
Bed008_sq_2_ES2004d_sq_5,2,0.3433940410614013,Bed008_sq_2|ES2004d_sq_5,Bed008|ES2004d,Academic|Product,False,False
ES2004d_sq_5_education_9_sq_6,2,0.3433896601200104,ES2004d_sq_5|education_9_sq_6,ES2004d|education_9,Product|Committee,False,False
ES2011a_sq_3_TS3011d_sq_0,2,0.3433782756328583,ES2011a_sq_3|TS3011d_sq_0,ES2011a|TS3011d,Product|Product,False,True
IS1003b_sq_3_TS3011b_sq_1,2,0.3433516323566437,IS1003b_sq_3|TS3011b_sq_1,IS1003b|TS3011b,Product|Product,False,True
IS1003a_sq_3_education_4_sq_8,2,0.3433056473731994,IS1003a_sq_3|education_4_sq_8,IS1003a|education_4,Product|Committee,False,False
IS1003a_sq_3_IS1003b_sq_0,2,0.3432994782924652,IS1003a_sq_3|IS1003b_sq_0,IS1003a|IS1003b,Product|Product,False,True
ES2011a_sq_1_ES2011d_sq_3,2,0.3432757556438446,ES2011a_sq_1|ES2011d_sq_3,ES2011a|ES2011d,Product|Product,False,True
ES2004b_sq_5_ES2011d_sq_5,2,0.3432501852512359,ES2004b_sq_5|ES2011d_sq_5,ES2004b|ES2011d,Product|Product,False,True
ES2011d_sq_3_TS3011a_sq_3,2,0.3432493507862091,ES2011d_sq_3|TS3011a_sq_3,ES2011d|TS3011a,Product|Product,False,True
IS1003a_sq_1_IS1003b_sq_7,2,0.3432371914386749,IS1003a_sq_1|IS1003b_sq_7,IS1003a|IS1003b,Product|Product,False,True
IS1003d_sq_0_TS3004b_sq_3,2,0.3432348668575287,IS1003d_sq_0|TS3004b_sq_3,IS1003d|TS3004b,Product|Product,False,True
IS1003b_sq_6_TS3004b_sq_3,2,0.3432348668575287,IS1003b_sq_6|TS3004b_sq_3,IS1003b|TS3004b,Product|Product,False,True
Bro019_sq_4_education_9_sq_5,2,0.3430925011634826,Bro019_sq_4|education_9_sq_5,Bro019|education_9,Academic|Committee,False,False
ES2011c_sq_0_covid_4_sq_7,2,0.3430867493152618,ES2011c_sq_0|covid_4_sq_7,ES2011c|covid_4,Product|Committee,False,False
Bed003_sq_2_education_9_sq_2,2,0.343025803565979,Bed003_sq_2|education_9_sq_2,Bed003|education_9,Academic|Committee,False,False
ES2011d_sq_4_covid_4_sq_7,2,0.3430211544036865,ES2011d_sq_4|covid_4_sq_7,ES2011d|covid_4,Product|Committee,False,False
ES2004a_sq_5_ES2011c_sq_0,2,0.3429835438728332,ES2004a_sq_5|ES2011c_sq_0,ES2004a|ES2011c,Product|Product,False,True
ES2004b_sq_2_education_13_sq_10,2,0.3429749608039856,ES2004b_sq_2|education_13_sq_10,ES2004b|education_13,Product|Committee,False,False
ES2004a_sq_4_TS3011d_sq_5,2,0.3429659605026245,ES2004a_sq_4|TS3011d_sq_5,ES2004a|TS3011d,Product|Product,False,True
Bed008_sq_0_IS1003d_sq_5,2,0.3428860306739807,Bed008_sq_0|IS1003d_sq_5,Bed008|IS1003d,Academic|Product,False,False
Bed008_sq_1_education_4_sq_7,2,0.3428753018379211,Bed008_sq_1|education_4_sq_7,Bed008|education_4,Academic|Committee,False,False
ES2004a_sq_5_ES2004b_sq_0,2,0.342857152223587,ES2004a_sq_5|ES2004b_sq_0,ES2004a|ES2004b,Product|Product,False,True
IS1003d_sq_8_TS3011c_sq_3,2,0.3428559303283691,IS1003d_sq_8|TS3011c_sq_3,IS1003d|TS3011c,Product|Product,False,True
IS1003a_sq_1_IS1003d_sq_7,2,0.3428356349468231,IS1003a_sq_1|IS1003d_sq_7,IS1003a|IS1003d,Product|Product,False,True
Bro004_sq_0_education_4_sq_11,2,0.342828631401062,Bro004_sq_0|education_4_sq_11,Bro004|education_4,Academic|Committee,False,False
covid_9_sq_0_education_4_sq_9,2,0.3428179323673248,covid_9_sq_0|education_4_sq_9,covid_9|education_4,Committee|Committee,False,True
ES2004c_sq_6_TS3011a_sq_5,2,0.3428010046482086,ES2004c_sq_6|TS3011a_sq_5,ES2004c|TS3011a,Product|Product,False,True
ES2011a_sq_1_TS3011a_sq_0,2,0.3427875339984894,ES2011a_sq_1|TS3011a_sq_0,ES2011a|TS3011a,Product|Product,False,True
covid_4_sq_4_education_4_sq_4,2,0.3427847623825073,covid_4_sq_4|education_4_sq_4,covid_4|education_4,Committee|Committee,False,True
ES2004c_sq_7_IS1003a_sq_1,2,0.3426719605922699,ES2004c_sq_7|IS1003a_sq_1,ES2004c|IS1003a,Product|Product,False,True
IS1003d_sq_1_TS3011c_sq_3,2,0.3426680564880371,IS1003d_sq_1|TS3011c_sq_3,IS1003d|TS3011c,Product|Product,False,True
IS1003b_sq_8_TS3011a_sq_4,2,0.3426617383956909,IS1003b_sq_8|TS3011a_sq_4,IS1003b|TS3011a,Product|Product,False,True
Bro004_sq_4_IS1003c_sq_3,2,0.3426550626754761,Bro004_sq_4|IS1003c_sq_3,Bro004|IS1003c,Academic|Product,False,False
ES2004c_sq_5_IS1003b_sq_4,2,0.3426518738269806,ES2004c_sq_5|IS1003b_sq_4,ES2004c|IS1003b,Product|Product,False,True
ES2004c_sq_7_IS1003c_sq_4,2,0.3426303267478943,ES2004c_sq_7|IS1003c_sq_4,ES2004c|IS1003c,Product|Product,False,True
IS1003c_sq_4_TS3004d_sq_2,2,0.3426177501678467,IS1003c_sq_4|TS3004d_sq_2,IS1003c|TS3004d,Product|Product,False,True
IS1003b_sq_7_TS3011b_sq_5,2,0.3426172137260437,IS1003b_sq_7|TS3011b_sq_5,IS1003b|TS3011b,Product|Product,False,True
ES2011d_sq_3_IS1003b_sq_1,2,0.3426006436347961,ES2011d_sq_3|IS1003b_sq_1,ES2011d|IS1003b,Product|Product,False,True
ES2011d_sq_5_IS1003d_sq_8,2,0.3425591886043548,ES2011d_sq_5|IS1003d_sq_8,ES2011d|IS1003d,Product|Product,False,True
IS1003a_sq_1_IS1003d_sq_5,2,0.3425277173519134,IS1003a_sq_1|IS1003d_sq_5,IS1003a|IS1003d,Product|Product,False,True
ES2004a_sq_5_ES2011d_sq_2,2,0.3425228297710418,ES2004a_sq_5|ES2011d_sq_2,ES2004a|ES2011d,Product|Product,False,True
IS1003b_sq_1_TS3011a_sq_0,2,0.3424929082393646,IS1003b_sq_1|TS3011a_sq_0,IS1003b|TS3011a,Product|Product,False,True
ES2011b_sq_2_TS3011b_sq_2,2,0.3424864113330841,ES2011b_sq_2|TS3011b_sq_2,ES2011b|TS3011b,Product|Product,False,True
TS3004a_sq_5_TS3011b_sq_4,2,0.3424569368362427,TS3004a_sq_5|TS3011b_sq_4,TS3004a|TS3011b,Product|Product,False,True
ES2004c_sq_0_TS3004c_sq_2,2,0.342434674501419,ES2004c_sq_0|TS3004c_sq_2,ES2004c|TS3004c,Product|Product,False,True
Bed016_sq_1_IS1003c_sq_8,2,0.3424235582351684,Bed016_sq_1|IS1003c_sq_8,Bed016|IS1003c,Academic|Product,False,False
Bmr006_sq_0_TS3004c_sq_5,2,0.3424033224582672,Bmr006_sq_0|TS3004c_sq_5,Bmr006|TS3004c,Academic|Product,False,False
ES2004d_sq_2_TS3004b_sq_2,2,0.3423770666122436,ES2004d_sq_2|TS3004b_sq_2,ES2004d|TS3004b,Product|Product,False,True
Bmr006_sq_4_covid_9_sq_5,2,0.3423612415790558,Bmr006_sq_4|covid_9_sq_5,Bmr006|covid_9,Academic|Committee,False,False
IS1003d_sq_2_TS3004a_sq_0,2,0.3423586785793304,IS1003d_sq_2|TS3004a_sq_0,IS1003d|TS3004a,Product|Product,False,True
ES2011c_sq_2_TS3011d_sq_5,2,0.3423430919647217,ES2011c_sq_2|TS3011d_sq_5,ES2011c|TS3011d,Product|Product,False,True
TS3011b_sq_5_education_4_sq_3,2,0.3423327207565307,TS3011b_sq_5|education_4_sq_3,TS3011b|education_4,Product|Committee,False,False
ES2004a_sq_1_TS3011a_sq_4,2,0.3423047959804535,ES2004a_sq_1|TS3011a_sq_4,ES2004a|TS3011a,Product|Product,False,True
ES2011a_sq_3_IS1003d_sq_7,2,0.3422918021678924,ES2011a_sq_3|IS1003d_sq_7,ES2011a|IS1003d,Product|Product,False,True
Bro004_sq_2_ES2011d_sq_5,2,0.3422804772853851,Bro004_sq_2|ES2011d_sq_5,Bro004|ES2011d,Academic|Product,False,False
Bed016_sq_2_ES2011b_sq_1,2,0.3422665596008301,Bed016_sq_2|ES2011b_sq_1,Bed016|ES2011b,Academic|Product,False,False
ES2004c_sq_0_covid_9_sq_3,2,0.342258095741272,ES2004c_sq_0|covid_9_sq_3,ES2004c|covid_9,Product|Committee,False,False
ES2004c_sq_5_IS1003c_sq_5,2,0.3421972095966339,ES2004c_sq_5|IS1003c_sq_5,ES2004c|IS1003c,Product|Product,False,True
IS1003d_sq_2_TS3011b_sq_3,2,0.3421677649021148,IS1003d_sq_2|TS3011b_sq_3,IS1003d|TS3011b,Product|Product,False,True
TS3004a_sq_3_TS3011d_sq_2,2,0.3421541750431061,TS3004a_sq_3|TS3011d_sq_2,TS3004a|TS3011d,Product|Product,False,True
covid_9_sq_4_education_17_sq_0,2,0.3421494662761688,covid_9_sq_4|education_17_sq_0,covid_9|education_17,Committee|Committee,False,True
ES2011b_sq_2_TS3011a_sq_3,2,0.3421384692192077,ES2011b_sq_2|TS3011a_sq_3,ES2011b|TS3011a,Product|Product,False,True
education_4_sq_10_education_9_sq_3,2,0.3421309292316437,education_4_sq_10|education_9_sq_3,education_4|education_9,Committee|Committee,False,True
Bmr023_sq_0_TS3004d_sq_2,2,0.3421267867088318,Bmr023_sq_0|TS3004d_sq_2,Bmr023|TS3004d,Academic|Product,False,False
Bmr014_sq_0_ES2004c_sq_5,2,0.3421140313148498,Bmr014_sq_0|ES2004c_sq_5,Bmr014|ES2004c,Academic|Product,False,False
Bmr006_sq_0_ES2004b_sq_4,2,0.3420727849006653,Bmr006_sq_0|ES2004b_sq_4,Bmr006|ES2004b,Academic|Product,False,False
ES2004c_sq_1_education_13_sq_9,2,0.3420718312263489,ES2004c_sq_1|education_13_sq_9,ES2004c|education_13,Product|Committee,False,False
ES2011d_sq_3_IS1003b_sq_7,2,0.3420660197734833,ES2011d_sq_3|IS1003b_sq_7,ES2011d|IS1003b,Product|Product,False,True
ES2011d_sq_2_TS3004c_sq_3,2,0.3420604765415191,ES2011d_sq_2|TS3004c_sq_3,ES2011d|TS3004c,Product|Product,False,True
IS1003b_sq_7_TS3011d_sq_0,2,0.3420576453208923,IS1003b_sq_7|TS3011d_sq_0,IS1003b|TS3011d,Product|Product,False,True
Bmr014_sq_0_TS3011a_sq_4,2,0.3420533537864685,Bmr014_sq_0|TS3011a_sq_4,Bmr014|TS3011a,Academic|Product,False,False
ES2011a_sq_5_ES2011d_sq_4,2,0.3420405685901642,ES2011a_sq_5|ES2011d_sq_4,ES2011a|ES2011d,Product|Product,False,True
ES2011b_sq_2_TS3011a_sq_2,2,0.3420336842536926,ES2011b_sq_2|TS3011a_sq_2,ES2011b|TS3011a,Product|Product,False,True
TS3004a_sq_0_covid_9_sq_2,2,0.3420225977897644,TS3004a_sq_0|covid_9_sq_2,TS3004a|covid_9,Product|Committee,False,False
ES2004b_sq_2_covid_4_sq_9,2,0.3419853448867798,ES2004b_sq_2|covid_4_sq_9,ES2004b|covid_4,Product|Committee,False,False
IS1003b_sq_2_TS3004d_sq_0,2,0.3419724702835083,IS1003b_sq_2|TS3004d_sq_0,IS1003b|TS3004d,Product|Product,False,True
ES2004a_sq_2_TS3004a_sq_2,2,0.3419693410396576,ES2004a_sq_2|TS3004a_sq_2,ES2004a|TS3004a,Product|Product,False,True
education_17_sq_8_education_17_sq_9,2,0.3419577777385711,education_17_sq_8|education_17_sq_9,education_17|education_17,Committee|Committee,True,True
IS1003c_sq_2_covid_4_sq_4,2,0.3419097661972046,IS1003c_sq_2|covid_4_sq_4,IS1003c|covid_4,Product|Committee,False,False
education_4_sq_1_education_9_sq_3,2,0.341877669095993,education_4_sq_1|education_9_sq_3,education_4|education_9,Committee|Committee,False,True
ES2004a_sq_3_IS1003c_sq_7,2,0.3418768644332886,ES2004a_sq_3|IS1003c_sq_7,ES2004a|IS1003c,Product|Product,False,True
Bro027_sq_1_TS3011d_sq_5,2,0.3418721854686737,Bro027_sq_1|TS3011d_sq_5,Bro027|TS3011d,Academic|Product,False,False
education_13_sq_3_education_9_sq_2,2,0.3418650031089782,education_13_sq_3|education_9_sq_2,education_13|education_9,Committee|Committee,False,True
ES2004a_sq_4_ES2004d_sq_4,2,0.3418513834476471,ES2004a_sq_4|ES2004d_sq_4,ES2004a|ES2004d,Product|Product,False,True
IS1003b_sq_2_TS3011b_sq_0,2,0.3417958617210388,IS1003b_sq_2|TS3011b_sq_0,IS1003b|TS3011b,Product|Product,False,True
ES2011d_sq_5_TS3004a_sq_2,2,0.3417891263961792,ES2011d_sq_5|TS3004a_sq_2,ES2011d|TS3004a,Product|Product,False,True
Bmr006_sq_3_IS1003d_sq_8,2,0.3417819440364837,Bmr006_sq_3|IS1003d_sq_8,Bmr006|IS1003d,Academic|Product,False,False
Bro019_sq_0_TS3004b_sq_1,2,0.3417776823043823,Bro019_sq_0|TS3004b_sq_1,Bro019|TS3004b,Academic|Product,False,False
Bed008_sq_0_TS3004d_sq_1,2,0.3417768478393554,Bed008_sq_0|TS3004d_sq_1,Bed008|TS3004d,Academic|Product,False,False
Bed016_sq_0_Bro027_sq_1,2,0.3417493402957916,Bed016_sq_0|Bro027_sq_1,Bed016|Bro027,Academic|Academic,False,True
Bmr023_sq_0_Bro027_sq_2,2,0.3417331874370575,Bmr023_sq_0|Bro027_sq_2,Bmr023|Bro027,Academic|Academic,False,True
ES2004c_sq_8_covid_9_sq_5,2,0.3417159020900726,ES2004c_sq_8|covid_9_sq_5,ES2004c|covid_9,Product|Committee,False,False
ES2004b_sq_1_ES2004c_sq_6,2,0.341715395450592,ES2004b_sq_1|ES2004c_sq_6,ES2004b|ES2004c,Product|Product,False,True
IS1003b_sq_3_IS1003d_sq_2,2,0.3417044878005981,IS1003b_sq_3|IS1003d_sq_2,IS1003b|IS1003d,Product|Product,False,True
ES2004b_sq_3_ES2011b_sq_1,2,0.3416822850704193,ES2004b_sq_3|ES2011b_sq_1,ES2004b|ES2011b,Product|Product,False,True
ES2011c_sq_1_ES2011d_sq_0,2,0.3416728377342224,ES2011c_sq_1|ES2011d_sq_0,ES2011c|ES2011d,Product|Product,False,True
ES2004d_sq_5_covid_9_sq_5,2,0.3416465222835541,ES2004d_sq_5|covid_9_sq_5,ES2004d|covid_9,Product|Committee,False,False
IS1003c_sq_1_TS3004c_sq_5,2,0.341609239578247,IS1003c_sq_1|TS3004c_sq_5,IS1003c|TS3004c,Product|Product,False,True
Bed008_sq_1_education_4_sq_6,2,0.3415767252445221,Bed008_sq_1|education_4_sq_6,Bed008|education_4,Academic|Committee,False,False
Bmr014_sq_0_IS1003c_sq_8,2,0.3415762782096863,Bmr014_sq_0|IS1003c_sq_8,Bmr014|IS1003c,Academic|Product,False,False
TS3004d_sq_3_TS3011d_sq_2,2,0.3415651619434356,TS3004d_sq_3|TS3011d_sq_2,TS3004d|TS3011d,Product|Product,False,True
TS3004d_sq_1_TS3004d_sq_4,2,0.341564267873764,TS3004d_sq_1|TS3004d_sq_4,TS3004d|TS3004d,Product|Product,True,True
Bro004_sq_2_IS1003a_sq_1,2,0.3415573537349701,Bro004_sq_2|IS1003a_sq_1,Bro004|IS1003a,Academic|Product,False,False
TS3004a_sq_2_TS3011d_sq_2,2,0.3415554761886596,TS3004a_sq_2|TS3011d_sq_2,TS3004a|TS3011d,Product|Product,False,True
IS1003c_sq_5_TS3004a_sq_5,2,0.3415499329566955,IS1003c_sq_5|TS3004a_sq_5,IS1003c|TS3004a,Product|Product,False,True
Bmr014_sq_0_ES2004a_sq_4,2,0.3415493369102478,Bmr014_sq_0|ES2004a_sq_4,Bmr014|ES2004a,Academic|Product,False,False
Bro004_sq_3_IS1003d_sq_3,2,0.3415194451808929,Bro004_sq_3|IS1003d_sq_3,Bro004|IS1003d,Academic|Product,False,False
Bro004_sq_4_ES2004a_sq_1,2,0.341513991355896,Bro004_sq_4|ES2004a_sq_1,Bro004|ES2004a,Academic|Product,False,False
ES2011c_sq_2_TS3004b_sq_2,2,0.3414985239505768,ES2011c_sq_2|TS3004b_sq_2,ES2011c|TS3004b,Product|Product,False,True
education_9_sq_2_education_9_sq_5,2,0.3414828479290008,education_9_sq_2|education_9_sq_5,education_9|education_9,Committee|Committee,True,True
education_17_sq_8_education_4_sq_2,2,0.3414807915687561,education_17_sq_8|education_4_sq_2,education_17|education_4,Committee|Committee,False,True
ES2004c_sq_5_ES2011c_sq_2,2,0.3414758145809173,ES2004c_sq_5|ES2011c_sq_2,ES2004c|ES2011c,Product|Product,False,True
ES2011d_sq_4_covid_9_sq_1,2,0.3414053320884704,ES2011d_sq_4|covid_9_sq_1,ES2011d|covid_9,Product|Committee,False,False
Bmr006_sq_0_IS1003c_sq_5,2,0.3414029479026794,Bmr006_sq_0|IS1003c_sq_5,Bmr006|IS1003c,Academic|Product,False,False
Bmr023_sq_0_Bro019_sq_1,2,0.3413901031017303,Bmr023_sq_0|Bro019_sq_1,Bmr023|Bro019,Academic|Academic,False,True
Bed008_sq_1_TS3011b_sq_2,2,0.3413877487182617,Bed008_sq_1|TS3011b_sq_2,Bed008|TS3011b,Academic|Product,False,False
